score,nose.x,nose.y,nose.score,leftEye.x,rlefteye.X,leftEye.y,leftEye.Y,leftEye.score,rightEye.x,rightEye.X,rightEye.y,rightEye.Y,rightEye.score,leftEar.x,leftear.X,leftEar.y,leftear.Y,leftEar.score,rightEar.x,rightear.X,rightEar.y,rightyear.Y,rightEar.score,leftShoulder.x,leftshoulder.X,leftShoulder.y,leftshould.Y,leftShoulder.score,rightShoulder.x,rightShould.X,rightShoulder.y,rightshoul.Y,rightShoulder.score,leftElbow.x,leftelb.X,leftElbow.y,leftelb.Y,leftElbow.score,rightElbow.x,rightelb.X,rightElbow.y,rightelb.Y,rightElbow.score,leftWrist.x,leftwrist.X,leftWrist.y,LEFTWRIST.Y,leftWrist.score,rightWrist.x,Rwrist.X,rightWrist.y,Rwrist.Y,rightWrist.score,leftHip.x,Lhip.X,leftHip.y,Lhip.Y,leftHip.score,rightHip.x,Rhip.X,rightHip.y,Rhip.Y,rightHip.score,leftKnee.x,Lknee.X,leftKnee.y,Lknee.Y,leftKnee.score,rightKnee.x,Rknee.X,rightKnee.y,Rknee.Y,rightKnee.score,leftAnkle.x,Lank.X,leftAnkle.y,Lank.Y,leftAnkle.score,rightAnkle.x,Rank.X,rightAnkle.y,Rank.Y,rightAnkle.score,shotType
0.749077686,125.2299387,33.37659799,0.802876711,127.5900577,2.360119059,28.25289774,-5.123700242,0.671149909,123.4691516,-1.760787073,28.64035818,-4.736239808,0.13848716,130.4551952,5.225256538,27.43092251,-5.945675475,0.853703618,142.9516447,17.72170605,28.55028605,-4.826311935,0.154078454,150.2738151,25.04387644,40.91812312,7.541525132,0.955958486,158.2490379,33.01909925,37.54369684,4.167098851,0.895828843,174.9045287,49.67459,72.88958479,39.5129868,0.805858791,177.2336552,52.00371649,72.32927849,38.95268051,0.754832089,118.1076347,-7.122304004,81.34699128,47.97039329,0.785997033,118.2408849,-6.989053808,79.44002263,46.06342464,0.555867434,177.3427169,52.11277824,94.79299761,61.41639962,0.992164969,174.6457764,49.41583774,94.4336264,61.05702842,0.97293669,158.1877297,32.95779098,136.5698729,103.1932749,0.943255007,157.9891101,32.75917142,136.2763609,102.8997629,0.838477671,165.0323474,39.80240878,173.9951523,140.6185543,0.91456902,163.2030918,37.97315308,173.7016849,140.3250869,0.698278785,cover
0.089162103,104.3652842,97.763679,0.072961599,106.8725467,2.507262471,92.73815526,-5.025523739,0.14432776,106.0572999,1.692015652,93.54601908,-4.217659917,0.056818128,113.561792,9.196507792,93.36014388,-4.403535123,0.153159738,109.1031204,4.737836192,98.85864258,1.094963578,0.03482163,120.9430086,16.57772435,96.40134225,-1.362336749,0.115429819,114.4859759,10.12069168,95.26977539,-2.493903609,0.065905362,133.0698807,28.70459649,119.2588628,21.4951838,0.152575284,138.6873891,34.32210484,126.9357199,29.17204089,0.053487867,96.85722084,-7.508063409,94.9506678,-2.813011199,0.184940875,95.45637494,-8.908909304,95.7883486,-1.975330397,0.15850234,135.2124641,30.84717984,137.6548262,39.89114724,0.101318181,127.2863128,22.92102858,140.6731721,42.90949306,0.083622843,126.4963944,22.13111017,178.3056118,80.54193281,0.04597652,128.0240961,23.65881181,178.2613138,80.49763483,0.039869189,125.3129239,20.94763967,179.7093967,81.94571766,0.028544217,125.3761024,21.01081818,179.6035945,81.83991547,0.023494393,cover
0.63452414,128.0834985,51.30438897,0.440188855,132.0235969,3.940098388,50.05222721,-1.252161761,0.403558671,132.614486,4.530987573,47.62867582,-3.675713149,0.132003188,137.7750144,9.691515971,49.89661428,-1.407774691,0.697809398,133.8282544,5.744755964,47.80333404,-3.501054934,0.115379989,148.4618369,20.37833841,60.08952397,8.785134995,0.922226906,130.4273732,2.343874683,62.93241449,11.62802552,0.91603601,154.7939731,26.71047463,80.20813938,28.90375041,0.698388577,124.5047662,-3.578732264,79.06152154,27.75713256,0.746586382,129.2695161,1.186017582,85.02778525,33.72339627,0.502389252,122.9482272,-5.135271243,78.11111866,26.80672968,0.544165492,155.6902993,27.60680084,105.6152433,54.31085431,0.904848337,141.2484076,13.16490915,107.5497757,56.24538674,0.904332161,149.2091672,21.12566877,125.3763666,74.07197767,0.858412206,136.9369685,8.853470027,128.6932296,77.38884061,0.900401354,145.1104368,17.02693835,156.6809272,105.3765382,0.533849597,133.3239663,5.240467829,155.0804821,103.7760931,0.566334009,cover
0.018862009,151.2170398,80.88534463,0.011857688,172.3349605,21.11792063,74.62641942,-6.258925204,0.013869733,148.7407877,-2.476252099,81.97052061,1.085175985,0.00767678,176.9217703,25.70473044,76.08148003,-4.803864594,0.016881675,175.6087722,24.39173242,75.85454859,-5.030796036,0.0120143,-46.71672012,-197.9337599,0.149818524,-80.7355261,0.038382262,187.5865239,36.36948404,89.1035028,8.218158173,0.030625373,188.9768786,37.75983877,120.1861549,39.30081022,0.016422272,172.0715237,20.85448388,102.2101228,21.32477816,0.015724272,199.7115792,48.49453937,105.3251868,24.43984214,0.012076795,168.8009002,17.5838604,78.24470728,-2.64063735,0.017003596,65.74193754,-85.47510229,221.6723609,140.7870163,0.013280362,199.3836459,48.16660603,142.6046052,61.71926061,0.01029557,214.1832166,62.96617679,222.9110658,142.0257212,0.030332595,214.1173129,62.90027307,222.218863,141.3335184,0.019221753,198.4682432,47.25120337,197.7962627,116.9109181,0.035077065,201.9352063,50.71816648,201.5880421,120.7026975,0.019912064,cover
0.455941907,110.0581188,90.10235382,0.093805641,110.6723058,0.61418704,77.82783954,-12.27451428,0.101108611,110.5251268,0.467008004,77.03242617,-13.06992765,0.063412666,117.7966047,7.738485967,77.97688881,-12.12546501,0.141591996,113.9340412,3.875922415,86.02641362,-4.075940203,0.100103706,126.7356249,16.67750615,63.40522915,-26.69712467,0.620260656,109.2356938,-0.822424981,71.43808654,-18.66426728,0.367937148,140.3048979,30.24677915,74.93043595,-15.17191787,0.532403827,104.8851577,-5.172961046,83.73196672,-6.370387096,0.269915909,133.2689634,23.21084464,72.9250971,-17.17725672,0.480425984,107.5907013,-2.467417439,94.87858338,4.776229562,0.590672612,133.9572298,23.89911102,100.5565718,10.45421793,0.769187987,133.1429626,23.08484385,113.5828783,23.48052444,0.602536321,141.261998,31.20387927,132.1018323,41.99947847,0.8664307,141.0627194,31.00460067,132.4624058,42.36005197,0.681786001,135.3335488,25.27543005,175.3799676,85.27761378,0.816783786,134.8838183,24.82569951,175.3110537,85.20869986,0.652648866,cover
0.013555506,136.6652849,-9.288263692,0.004542708,106.3101743,-30.35511061,1.601638636,10.88990233,0.004735976,135.6151536,-1.050131237,-3.752975798,5.535287894,0.002549469,111.3685519,-25.29673298,-2.427935044,6.860328648,0.006769866,100.0453489,-36.61993598,10.18339818,19.47166187,0.006769866,128.799391,-7.865893887,1.315180383,10.60344408,0.017396539,-43.21074356,-179.8760284,22.54409048,31.83235417,0.0173558,59.53371812,-77.13156674,236.5505708,245.8388345,0.019309402,62.87510794,-73.79017693,252.492538,261.7808017,0.01808846,141.8237115,5.158426604,40.16594794,49.45421163,0.007632613,154.0975489,17.43226404,41.60420755,50.89247125,0.003984809,74.8990545,-61.76623036,204.0882689,213.3765326,0.027126551,58.05538192,-78.60990294,231.1307736,240.4190373,0.018667072,66.76558261,-69.89970226,243.6679588,252.9562225,0.025823504,71.17892314,-65.48636173,257.4875412,266.7758049,0.024788171,69.01395033,-67.65133453,262.1003028,271.3885665,0.011359215,71.81740549,-64.84787937,262.7423654,272.0306291,0.013543576,cover
0.064332815,48.73623978,136.2798609,0.071768761,51.35243932,2.616199538,135.6879654,-0.591895552,0.141489774,45.00225973,-3.733980053,133.9697752,-2.310085668,0.151078314,59.17020568,10.4339659,137.1347034,0.854842487,0.064457357,42.31504448,-6.421195301,135.1687242,-1.111136707,0.061868131,182.5161589,133.7799191,113.5195751,-22.76028585,0.068977922,36.31741416,-12.41882562,155.6629285,19.38306757,0.14004299,64.8271672,16.09092742,175.3452346,39.06537364,0.071518213,33.41546856,-15.32077121,176.7263093,40.44644842,0.063675821,62.69362335,13.95738357,182.5866284,46.30676745,0.045501918,39.70218465,-9.034055124,183.3728063,47.09294538,0.026253581,56.62714146,7.890901677,188.1350447,51.85518376,0.065320224,41.71357507,-7.022664705,189.0090527,52.72919176,0.053696394,68.71425762,19.97801784,203.27247,66.99260905,0.025513977,160.5086449,111.7724051,200.4688189,64.18895796,0.014935672,60.06452805,11.32828827,224.7246293,88.44476841,0.012416989,158.3697664,109.6335266,204.0654342,67.78557328,0.015141815,cover
0.682202555,110.4838746,81.86867265,0.814563036,115.9941736,5.51029903,75.9802733,-5.888399354,0.647769094,104.9457713,-5.538103274,75.02184619,-6.846826457,0.703026295,128.3538996,17.87002504,76.58637377,-5.282298878,0.54086113,105.1341847,-5.349689884,79.68605724,-2.182615406,0.286070853,141.9841603,31.5002857,87.55782903,5.68915638,0.950152993,105.863543,-4.620331642,93.63164939,11.76297674,0.952598214,154.9793585,44.49548387,95.36964624,13.50097359,0.607540309,100.8417686,-9.642105993,98.70262888,16.83395623,0.771598697,159.1881481,48.70427351,74.79596565,-7.072707002,0.783437371,105.8644514,-4.619423239,90.7081604,8.839487751,0.235719085,145.9257549,35.44188028,138.868844,57.00017135,0.959292412,119.3434363,8.859561668,143.9341415,62.06546887,0.979307771,149.8002702,39.31639556,180.0957171,98.22704449,0.54825139,99.41871138,-11.06516322,196.3899842,114.5213116,0.701425433,121.4929662,11.00909163,226.3987797,144.5301071,0.531070411,101.3300974,-9.153777245,224.2717817,142.4031091,0.584758937,cover
0.583425576,107.6247575,0.660680611,0.230777264,101.3243085,-6.300449,1.627656133,0.966975522,0.311786711,99.34565622,-8.279101301,14.95885181,14.2981712,0.131904721,115.1606341,7.53587656,-1.087543218,-1.748223829,0.294004589,129.9892737,22.3645162,-3.833996739,-4.494677351,0.116087675,123.746161,16.12140344,4.97122887,4.310548259,0.776404142,116.1395002,8.514742721,3.290042525,2.629361913,0.592818558,132.0222788,24.39752126,28.64696414,27.98628352,0.578695953,112.9246099,5.299852423,30.04917041,29.3884898,0.43112129,116.6216305,8.996872958,26.65125257,25.99057196,0.518273294,102.7947096,-4.830047964,38.62844534,37.96776473,0.555892527,132.2595144,24.63475684,45.02766531,44.3669847,0.896944463,133.5833954,25.95863788,51.12371037,50.46302975,0.914759755,138.5465511,30.92179354,83.70597038,83.04528977,0.980523229,140.8308452,33.2060877,83.53347185,82.87279123,0.90997684,134.3830034,26.75824592,128.2742066,127.613526,0.873248458,133.3031621,25.67840457,127.0857399,126.4250593,0.805015326,cover
0.070645104,144.6017314,26.22864719,0.037003934,147.1938137,2.592082339,20.06405559,-6.1645916,0.052687794,145.2572596,0.655528265,20.22476938,-6.00387781,0.027850688,156.8512735,12.24954212,21.16056657,-5.06808062,0.053514838,142.5040872,-2.097644138,17.80406566,-8.424581535,0.020944387,172.6966294,28.09489803,31.86752527,5.638878076,0.182622105,171.7485777,27.14684631,36.35146293,10.12281574,0.045159698,191.4016724,46.79994101,42.82185447,16.59320727,0.210479438,191.2979898,46.69625843,38.11727739,11.8886302,0.062231779,162.8642041,18.26247278,37.81010372,11.58145652,0.236674637,165.1389512,20.53721981,36.44245905,10.21381185,0.087090343,201.0405188,56.43878744,24.97967375,-1.248973446,0.026664585,220.2302925,75.62856118,16.75597388,-9.47267332,0.024053216,196.7414411,52.13970971,40.50377575,14.27512855,0.051543683,198.5469002,53.94516882,41.51683169,15.2881845,0.029963791,164.0399799,19.43824857,29.58617006,3.357522868,0.029996246,166.668434,22.06670264,28.38796697,2.159319777,0.022485614,cover
0.485241881,145.7079876,76.180015,0.949379802,149.8066824,4.098694798,69.85309319,-6.326921812,0.862169504,139.483791,-6.224196616,69.26675047,-6.913264531,0.93584919,156.8167007,11.10871311,68.31569746,-7.864317541,0.673042595,133.6059095,-12.10207809,72.90326426,-3.276750735,0.498743713,166.8258192,21.11783158,88.76299431,12.58297931,0.74178201,147.5772843,1.869296657,84.01788199,7.837866995,0.71970284,175.3880482,29.6800606,92.01537848,15.83536348,0.370596826,150.8729512,5.16496354,87.69358179,11.51356679,0.280566305,181.7424136,36.03442597,58.04822751,-18.13178749,0.382594258,165.1222259,19.41423824,100.3910376,24.21102264,0.273649156,173.711992,28.00400433,109.1033757,32.92336074,0.31532979,156.9592665,11.25127889,124.8986537,48.71863874,0.379936457,170.2490365,24.54104887,121.1955683,45.01555328,0.202912331,165.2721301,19.56414249,126.6590935,50.47907848,0.192890882,158.8214741,13.11348644,175.111971,98.93195601,0.253623545,155.1858509,9.477863238,175.4546704,99.27465535,0.216342777,cover
0.022966292,183.5003864,72.80761927,0.005910814,181.6556879,-1.844698539,71.13795744,-1.669661822,0.010676384,181.3136476,-2.186738842,71.32897581,-1.478643454,0.008758187,184.5211103,1.020723929,71.04674313,-1.760876132,0.01478982,184.7543561,1.25396966,70.40634601,-2.40127326,0.003769428,-46.43451388,-229.9349003,1.035545587,-71.77207368,0.038717836,-54.43495016,-237.9353366,3.178430624,-69.62918864,0.015987784,60.11976249,-123.3806239,236.6082633,163.800644,0.028202593,63.61056673,-119.8898197,249.1679091,176.3602899,0.057619631,186.2299938,2.729607371,81.42732257,8.6197033,0.009597182,189.3037432,5.803356839,81.15414274,8.346523478,0.01624155,70.82247307,-112.6779133,203.0351453,130.2275261,0.026846409,59.30871926,-124.1916671,230.2123964,157.4047771,0.032543957,70.84892362,-112.6514628,239.8364768,167.0288576,0.044601202,71.42053151,-112.0798549,241.5267469,168.7191277,0.041983664,71.60830368,-111.8920827,245.0459699,172.2383507,0.018458962,73.61516099,-109.8852254,246.4286656,173.6210463,0.01572156,cover
0.007153201,-15.44399929,140.8800919,0.000762016,100.7996437,116.243643,20.57563099,-120.3044609,0.000712812,96.59651819,112.0405175,20.22681774,-120.6532742,0.000996381,-54.1878986,-38.7438993,147.2951065,6.415014601,0.000855744,-29.40938927,-13.96538998,-3.019242528,-143.8993345,0.000885576,-45.42478847,-29.98078918,9.747988333,-131.1321036,0.006003469,-45.73136935,-30.28737005,7.888213206,-132.9918787,0.007952511,50.66182177,66.10582107,26.8306799,-114.049412,0.0058752,50.86873273,66.31273203,28.06665072,-112.8134412,0.013171732,123.660967,139.1049663,14.80118941,-126.0789025,0.006917238,116.5398208,131.9838201,15.52470871,-125.3553832,0.006884009,54.61202837,70.05602766,179.4658913,38.5857994,0.012217224,57.18052786,72.62452716,183.821005,42.9409131,0.011439055,56.69602865,72.14002795,182.2581428,41.37805093,0.013648093,55.21343543,70.65743472,182.348146,41.46805403,0.012923539,57.73549952,73.17949881,193.355777,52.47568509,0.013310462,57.67688974,73.12088903,193.06548,52.18538811,0.007049352,cover
0.346402021,49.75413163,89.79242822,0.436911523,51.99175883,2.2376272,88.55056169,-1.241866531,0.57918781,47.41036382,-2.343767812,85.76249594,-4.029932282,0.402517527,55.17270871,5.418577083,88.71521412,-1.077214104,0.404737771,40.15271673,-9.601414899,89.77714568,-0.015282538,0.122258991,68.31923607,18.56510444,104.7150608,14.9226326,0.581595004,34.80088052,-14.95325111,101.9075178,12.11508962,0.598168015,136.478528,86.72439635,38.11590588,-51.67652234,0.507733226,36.15896025,-13.59517138,120.6536349,30.86120665,0.466276169,61.15313281,11.39900118,129.1888701,39.39644186,0.199805737,41.01858473,-8.735546899,125.777373,35.98494474,0.202558786,59.76276917,10.00863754,137.6520921,47.85966391,0.464254946,45.2036134,-4.550518229,137.2050423,47.41261404,0.459899247,60.32183755,10.56770592,156.4685569,66.6761287,0.204200894,39.84043997,-9.913691658,157.6579409,67.86551271,0.121013314,60.49818343,10.7440518,169.925758,80.13332976,0.083327293,52.80737079,3.053239162,169.7265506,79.9341224,0.054388106,cover
